,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
1980,12523155,1 bed in Capsule 16 Bed Mixed Dorm,67836275,MovyLodge,Ratchathewi,13.75432,100.5332,Hotel room,457,1,150,2022-12-17,1.84,8,364,79
1981,13400326,Errday Guest House,73275200,Pakaphol,Khlong Toei,13.72427,100.56443,Private room,950,1,1,2020-02-19,0.03,3,1,0
1982,13400758,Errday Guest House,73275200,Pakaphol,Khlong Toei,13.72373,100.56415,Private room,36363,1,0,,,3,1,0
1983,13022673,cozy a/c room next temples!,12059298,U&D,Phra Nakhon,13.752,100.4986,Private room,593,1,17,2022-12-09,0.21,3,339,7
1984,13022976,(203A)Feel at home Spacious 2 BR Apt,71902535,Ploenruedee,Parthum Wan,13.73976,100.55097,Private room,3850,1,87,2022-12-20,1.11,3,162,2
1985,13026267,Premium King Studio London style - 100m from BTS,71891918,TheStarOfSathorn,Khlong San,13.72083,100.49555,Private room,1990,1,2,2018-08-08,0.04,5,365,0
1986,13033135,Airport-MRT-ShowShopFood-FullFN,34158729,Chayakorn,Din Daeng,13.78433,100.57066,Private room,300000,120,0,,,1,358,0
1987,13403242,"Near market, economy room for 2",46994446,Pup,Suanluang,13.71331,100.64183,Private room,519,1,0,,,1,88,0
1988,13033160,Moroccan Style King Bed Studio -2 minute from BTS,71891918,TheStarOfSathorn,Khlong San,13.71869,100.49502,Private room,1919,1,0,,,5,365,0
1989,13033178,Family suite Japanese Style room - 100m from BTS,71891918,TheStarOfSathorn,Khlong San,13.72071,100.49691,Private room,2390,1,0,,,5,365,0
1990,13047433,(402A)Lovely Clean & Safe 1BR Apt in City Center,71902535,Ploenruedee,Parthum Wan,13.74089,100.54928,Private room,2850,1,18,2022-09-04,0.23,3,82,1
1991,13049099,Studio Condo near Train/airport,72212119,Thanyawadee,Suanluang,13.73815,100.64276,Entire home/apt,1500,5,7,2016-12-06,0.09,2,364,0
1992,13407385,Comfy and private as you are @ home,30847504,Yongyee,Bang Na,13.67562,100.60724,Private room,1212,7,4,2018-01-17,0.05,1,302,0
1993,13418165,Modern room near BTS Onnut with Breakfast + WiFi,8444643,Kiattisak,Khlong Toei,13.7065,100.60016,Private room,1399,1,2,2020-01-26,0.04,53,363,0
1994,12535507,APARTMENT @BTS TAKSIN SATHORN SILOM,67888173,Yuttana,Sathon,13.71751,100.51558,Private room,4156,2,11,2019-01-02,0.14,1,180,0
1995,12545775,Cozy New Relaxing 3BR ~ BTS Ari,52130340,Pim,Phaya Thai,13.77551,100.54438,Entire home/apt,3150,1,125,2022-12-13,1.57,11,136,19
1996,12547233,S60 สุขสวัสดิ์ 60 rent day/month,43172192,Ong,Thung khru,13.6606,100.51641,Entire home/apt,499,1,0,,,1,364,0
1997,13049774,1 BR Condo near Airport/Train,72212119,Thanyawadee,Suanluang,13.73781,100.64185,Private room,1800,5,0,,,2,364,0
1998,13421469,2Bed LUXE/PrimeSukhumvit/BTS/CBD,9509219,Piya,Khlong Toei,13.71245,100.59312,Entire home/apt,2355,365,0,,,8,89,0
1999,13067172,Mini Suite strong wifi H shower twn bed.WC pantry,72420017,Surapong,Bang Khen,13.84927,100.64539,Private room,49920,1,29,2021-09-09,0.39,3,90,0
2000,13421757,แอสปายคอนโดสุขุมวิท48,76501948,วิภา,Vadhana,13.70957,100.59936,Entire home/apt,2000,180,0,,,1,362,0
2001,12548912,Banthat Thong Hostel,68013521,Fern,Parthum Wan,13.73789,100.52079,Private room,1000,1,1,2017-01-04,0.01,2,365,0
2002,12549597,Thanabhumi,49248044,Jirakorn,Phra Nakhon,13.76093,100.50241,Private room,1500,1,7,2018-08-06,0.09,2,318,0
2003,12550385,"Banthat Thong Hostel, near BTS",68013521,Fern,Parthum Wan,13.7393,100.52245,Shared room,400,1,0,,,2,362,0
2004,13067622,Parkview BKK / Very Cozy / City Center! Free Wifi,48760682,Rich,Ratchathewi,13.75969,100.54456,Hotel room,1502,1,51,2022-11-27,0.64,11,357,1
2005,13072191,Riverfront apartment,30681713,Inkka,Yan na wa,13.67411,100.53143,Private room,1008,3,6,2022-12-12,0.08,1,350,4
2006,13072422,"2BR,BTS Rachathewi,center of city",72467826,Supacharee,Ratchathewi,13.75251,100.531,Entire home/apt,4156,30,11,2016-08-06,0.14,1,91,0
2007,12550883,Simple Decor White House in BKK,5140133,Ning,Chatu Chak,13.84503,100.58344,Entire home/apt,2500,2,0,,,1,362,0
2008,13075370,Great Location & View very near Thonglor BTS,13217166,Michael,Vadhana,13.72469,100.58106,Private room,10379,2,1,2016-06-15,0.01,1,91,0
2009,12568985,Sukhumvit 77 Bangkok Phar Khanong BTS (Free WiFi),68147908,Dave,Vadhana,13.72262,100.59649,Entire home/apt,693,20,7,2022-11-04,0.09,1,348,1
2010,12572150,Klang Muang- Monte Carlo Villa,68174574,Easra,Chatu Chak,13.8164,100.54829,Entire home/apt,4800,1,0,,,1,365,0
2011,13421794,Twin (2pax) Shared Bath Wifi+Kitchen+Free Laundry,76492587,PanPan,Bang Rak,13.72237,100.52206,Private room,700,1,10,2020-08-26,0.13,2,357,0
2012,13422040,Double (2pax) Shared Bathroom+Kitchen+Free Laundry,76492587,PanPan,Bang Rak,13.72306,100.52302,Private room,700,1,10,2022-11-25,0.18,2,347,2
2013,13436611,Great place for family with kids & big groups,43244379,Laddawan,Vadhana,13.73914,100.57433,Private room,2000,2,0,,,1,179,0
2014,13437504,aBED in dorm w BF nr. Gd Palace,19669460,Boul,Pom Prap Sattru Phai,13.75159,100.50554,Shared room,400,1,6,2017-07-19,0.08,3,364,0
2015,13437807,The Oasis Silom Condominium,60456594,Naamtran,Bang Rak,13.7237,100.5281,Private room,980,3,6,2020-02-04,0.08,2,330,0
2016,13076611,Huamak Station condo,22570157,Tem,Suanluang,13.73866,100.64287,Entire home/apt,1200,2,0,,,1,365,0
2017,13084366,4-MONTHS STAY ONLY ° 1BR ° pool view ° near center,26210820,Raffaela,Din Daeng,13.75739,100.55921,Entire home/apt,400,120,0,,,1,180,0
2018,13443426,E,76664898,Pu,Phra Khanong,13.68727,100.60142,Private room,1039,1,0,,,1,358,0
2019,13085058,"Room in Silom, Bangkok near sky train and subway",72609279,Phurisa,Bang Rak,13.72582,100.53393,Private room,2000,1,1,2019-04-16,0.02,1,364,0
2020,12574259,River Heaven Condominium,68188211,Look,Bang Kho laen,13.70203,100.50262,Entire home/apt,1500,1,0,,,1,365,0
2021,12577671,STU Ideo Blucove 50m to BTS Udomsuk| 20min to Siam,276418453,G Living,Bang Na,13.67914,100.60764,Entire home/apt,1028,90,102,2022-10-06,1.26,32,232,3
2022,12593749,5mins to Skytrain/lebua Suite CityView/Breakfast,64263937,Tower Club At Lebua,Bang Rak,13.72151,100.51683,Private room,12894,1,3,2019-07-08,0.06,11,306,0
2023,12594513,MRT Ladprao/ Thai style room,24823469,Jitthamas,Huai Khwang,13.80011,100.58521,Private room,600,1,3,2020-01-12,0.05,1,365,0
2024,13095740,NM Private and cosy room in the center of Bangkok,68983070,Nawarat,Huai Khwang,13.79912,100.57504,Entire home/apt,600,28,43,2020-02-22,0.67,2,241,0
2025,12594670,เช่าต่อเดือนcondo circleมักกะสัน,20705220,Pipattra,Ratchathewi,13.74889,100.55589,Entire home/apt,4995,1,0,,,1,365,0
2026,13451554,Luxury1 bed/1min BTS/ fully equipped facilities,75129764,Snaechan,Khlong Toei,13.71487,100.59088,Entire home/apt,1697,2,3,2017-08-03,0.04,1,57,0
2027,13468565,Quiet and luxurious oasis in the heart of Bangkok,77036679,Philippe,Phra Khanong,13.68414,100.60358,Entire home/apt,921,10,35,2022-12-17,0.44,2,169,5
2028,13469414,Whole unit in Ekkamai Sukhumvit 63,75896029,Kongkha,Vadhana,13.72307,100.58648,Entire home/apt,3612,5,14,2022-11-07,0.26,2,148,3
2029,13469480,Family group ekamai BTS,75896029,Kongkha,Vadhana,13.73951,100.58954,Entire home/apt,2900,7,3,2019-03-10,0.05,2,148,0
2030,13100355,5 Star luxury residence condo,54718670,Chutikran,Din Daeng,13.7684,100.57079,Private room,1212,1,0,,,2,365,0
2031,13488757,"Next to Thong Lor BTS, Urban Living in Bangkok",31060474,Park,Khlong Toei,13.722,100.5806,Entire home/apt,2000,3,0,,,1,178,0
2032,13102821,Condo The Coast Bangkok (BTS Bangna) for rent,51189484,Phikun,Bang Na,13.67072,100.6053,Private room,800,180,0,,,1,364,0
2033,13504708,Cozy Country Cottage near Don Mueang airport,76267279,Uthain (Jok),Sai Mai,13.90261,100.65865,Entire home/apt,1499,1,0,,,1,179,0
2034,13514424,Cozy 2BD room with parking :),25978075,Pattrarawee,Bang Rak,13.7243,100.53244,Private room,1300,180,0,,,3,365,0
2035,13514657,Condo light house near BTS :),25978075,Pattrarawee,Khlong San,13.7232,100.50968,Private room,500,180,0,,,3,364,0
2036,13514744,d-haus 1308,77427292,D-Haus Lad Prao,Huai Khwang,13.79383,100.58846,Entire home/apt,700,1,14,2019-02-18,0.18,3,177,0
2037,12596966,soy milk home made,68346814,Sirilerrt,Bang Khen,13.88022,100.61556,Entire home/apt,884,1,1,2019-01-28,0.02,1,364,0
2038,12598504,Luxury City View/Lounge Access/5mins to Skytrain,64263937,Tower Club At Lebua,Bang Rak,13.721525,100.516907,Hotel room,18717,1,13,2022-05-02,0.2,11,92,1
2039,13119619,Noy and Brian's house near airport,72993800,Sudarat,Saphan Sung,13.78203,100.71209,Private room,900,1,0,,,1,89,0
2040,12599032,Luxury River View/Lounge Access/5mins to Skytrain,64263937,Tower Club At Lebua,Bang Rak,13.72235,100.51579,Private room,19852,1,9,2022-12-03,0.2,11,92,1
2041,12599566,Baanbangkok Deluxe old town view,66139717,Nana,Phra Nakhon,13.76141,100.50274,Private room,1064,1,0,,,3,91,0
2042,12611931,Vista Garden  Condo Near BTS Onnut,41598889,Anucha,Vadhana,13.7132,100.60016,Entire home/apt,914,3,55,2018-08-24,0.71,6,302,0
2043,13515580,Simply Loft style 550 m. from subway,25243986,Korapin,Parthum Wan,13.73963,100.51972,Entire home/apt,1448,2,151,2022-12-23,1.91,1,158,5
2044,13120933,3D-Private ORIENTAL Room,68582651,Thanawat,Khlong Toei,13.72314,100.5783,Hotel room,1100,1,1,2019-02-23,0.02,1,361,0
2045,13532765,Luxury 2 bed-room suite in the heart of Bangkok,50786413,Charles,Bang Rak,13.72952,100.5269,Entire home/apt,4156,15,19,2020-03-01,0.29,1,365,0
2046,13532934,Thai Style Apartment,77813122,Thim,Wang Thong Lang,13.79866,100.61497,Private room,654,1,3,2019-07-26,0.04,1,365,0
2047,12629823,bts bangchak bangkok,68528578,มนสิชา,Phra Khanong,13.69594,100.60669,Entire home/apt,6500,7,0,,,1,363,0
2048,12633049,Cozy Spacious/Central BKK/1st BF+Airport Pickup,27550757,Boonjarud Team,Phaya Thai,13.76543,100.54477,Entire home/apt,1524,1,79,2020-01-13,0.99,7,173,0
2049,13125910,2 Cozy Studios/Central BKK/Free BF+Airport Pickup,27550757,Boonjarud Team,Phaya Thai,13.76554,100.54508,Entire home/apt,2528,1,11,2020-01-28,0.14,7,163,0
2050,12644083,Boutique Designer Condo with an Outdoor Pool in CBD,68670272,Shirley,Bang Rak,13.72672,100.53206,Entire home/apt,2282,30,98,2020-03-25,1.22,1,0,0
2051,13533678,Taksin Station - Apartment with river view,22109620,Krissana,Sathon,13.7144,100.51274,Entire home/apt,990,1,9,2019-09-17,0.12,3,365,0
2052,13129286,CBD 1minBTS 215SQM Amazing Complex FREE WIFI+POOL,39744308,Ed,Bang Rak,13.7248,100.53024,Entire home/apt,3983,1,236,2022-09-24,2.94,12,252,12
2053,13564396,117m2 amazing condo 2br/2ba BTS Thonglo NobleRemix,38703124,Marisa,Vadhana,13.72464,100.57957,Entire home/apt,2199,30,2,2017-01-16,0.03,1,0,0
2054,13579889,"1-BR, BITEC, Bangna, BTS Udomsuk",30377360,Nat-Phiangchit,Bang Na,13.6743,100.60807,Private room,1732,90,1,2016-10-10,0.01,3,364,0
2055,13580672,Private&Cozy apartment#1 Silom 3 BTS Saladaeng,26736483,K,Bang Rak,13.72671,100.53157,Entire home/apt,1089,1,77,2022-11-10,0.98,89,350,10
2056,13581352,The Diamond Ratchada Place,78390719,Zhou,Huai Khwang,13.77542,100.57493,Entire home/apt,1080,4,38,2022-11-26,0.49,1,326,7
2057,13581453,Private&Cozy apartment#2 Silom 3 BTS Saladaeng,26736483,K,Bang Rak,13.72725,100.52443,Hotel room,1089,1,24,2022-10-10,0.33,89,357,2
2058,12646938,"Super nice 4p,2 Fashion Rooms close to all central",63894788,Bm,Yan na wa,13.67155,100.54356,Entire home/apt,1139,2,96,2022-12-13,1.2,2,348,3
2059,13131380,Up Ekamai condominium,73134413,Tansita,Vadhana,13.71994,100.59121,Private room,2000,2,1,2018-01-11,0.02,1,365,0
2060,12656961,6mins to subway. BIG private room B in townhouse!,64266578,Angie,Chatu Chak,13.80415,100.56751,Private room,639,2,165,2022-11-24,2.06,2,360,2
2061,12662830,Pano Ville Condominuim,68796122,Alisa,Chatu Chak,13.80133,100.57427,Entire home/apt,1050,1,6,2019-04-28,0.07,1,364,0
2062,13585162,อพาร์ทเมนท์ย่านธุรกิจที่ร่มรื่นและเป็นมิตรกับทุกคน,78437229,Anne,Bang Rak,13.72368,100.533,Entire home/apt,3900,1,3,2019-03-21,0.06,1,364,0
2063,13133221,22 Sq.M. Studio room ~ 1 KM to MRT Lumpini.,73152706,Pixel,Yan na wa,13.71754,100.54836,Private room,1200,5,0,,,1,364,0
2064,13591259,ROOM [double bed room / shared bathroom],78268151,Pong,Chatu Chak,13.84159,100.55978,Private room,900,1,0,,,4,364,0
2065,13592423,2bedsfor4people☆WIFI☆MBK☆BTS☆SIZE L,78463659,นิททา,Ratchathewi,13.75286,100.53169,Private room,2500,1,1,2018-01-01,0.02,1,364,0
2066,13592476,Lovelt brand new condo near Supper,21750446,Sumalee,Vadhana,13.74008,100.56699,Private room,1471,1,0,,,3,347,0
2067,12686159,Motive Condominium Wongvianyai,49135920,Rattana,Thon buri,13.7045,100.47855,Private room,480,30,0,,,2,0,0
2068,13133295,Top Deck 2 Storey House 5 min walk to MRT Lumpini,72966780,Top,Sathon,13.72408,100.54417,Entire home/apt,8370,1,101,2022-12-11,1.28,4,341,13
2069,12687676,"The Hyde ""6th floor"" Sukumvith 13",37225700,Chani,Khlong Toei,13.73552,100.5606,Entire home/apt,5000,3,0,,,1,365,0
2070,13142152,Karn Residence,73258227,Khatawut,Ratchathewi,13.75207,100.56157,Entire home/apt,2450,2,0,,,1,365,0
2071,12689221,2 Bedrooms Near BTS Ratchadamri,68968669,Luknam,Parthum Wan,13.73888,100.53958,Private room,5500,2,1,2016-06-11,0.01,1,365,0
2072,12689792,Bed in 8-Bed Temple View Dorm,50427057,Once Again,Phra Nakhon,13.75408,100.5032,Shared room,500,1,0,,,6,365,0
2073,13595475,1BEDROOM☆WIFI☆MBK☆BTS☆SIZE M,77328579,Puwanun,Ratchathewi,13.75105,100.53356,Private room,2355,1,0,,,1,90,0
2074,13595883,3 Beds 1 Bath next to Subway MRT,40462226,Chanlakan,Sathon,13.72169,100.55111,Private room,900,1,23,2022-11-30,0.29,7,73,1
2075,13142743,,73275200,Pakaphol,Khlong Toei,13.72566,100.56416,Private room,850,1,2,2017-12-11,0.03,3,220,0
2076,13157287,CBD SPACIOUS 3BR SUITE 1MinBTS FreeWIFI 215 sqm,39744308,Ed,Bang Rak,13.72549,100.53081,Entire home/apt,3983,1,126,2022-11-12,2.14,12,306,13
2077,13158949,The Log 3,73478262,Worapong,Phra Khanong,13.68796,100.63463,Entire home/apt,1039,1,0,,,1,364,0
2078,13599953,CoZyroom - 3 minutes BTS on nut,44159781,B,Khlong Toei,13.70448,100.60078,Private room,866,1,0,,,1,364,0
2079,13609533,Church Studio with WIFI nearby Silom/Sathon,2129668,Wimonpak,Bang Kho laen,13.69884,100.52592,Entire home/apt,693,60,2,2018-01-23,0.03,41,179,0
2080,12693053,Fantastic Bed in 8-Bed Dorm,50427057,Once Again,Phra Nakhon,13.75233,100.5041,Shared room,450,1,2,2016-08-22,0.03,6,365,0
2081,12695524,Mozart & Lola Residence,69005301,Victoria,Phra Khanong,13.69471,100.61177,Private room,900,1,3,2019-06-14,0.07,1,364,0
2082,12712926,relax private home 8 minutes from MRT,69117325,Tommaso,Chatu Chak,13.80322,100.57168,Entire home/apt,1570,2,8,2017-12-17,0.11,1,83,0
2083,12715893,Parkview/BKK/Large room and modern / CITY CENTER!,48760682,Rich,Ratchathewi,13.75817,100.54469,Hotel room,1491,1,105,2022-11-13,1.3,11,359,1
2084,13614877,Clean and cosy room in the city near train.,32193467,Piyada,Huai Khwang,13.76597,100.5801,Entire home/apt,1500,1,102,2022-11-13,1.31,2,319,2
2085,13165187,Fantastic new apartment,73536957,Ann,Sathon,13.71656,100.51727,Entire home/apt,3000,14,43,2022-12-04,0.55,1,159,9
2086,13626572,Songphra Studio Women's Apt. 3,8663142,ISanook Hotel,Khlong Sam Wa,13.84106,100.73278,Private room,700,30,0,,,45,308,0
2087,13630988,UP CONDO,79022048,Piyasan,Vadhana,13.73923,100.58856,Private room,1100,1,3,2019-01-02,0.05,3,364,0
2088,12717160,Luxury stay in central Bangkok,46689367,Maris,Bang Rak,13.7185,100.51586,Entire home/apt,1200,14,62,2022-10-25,0.81,1,153,5
2089,12721121,"2BR,140sqm,Family,Kitchen,Near BTS,Central Rama 3",8717079,Kriengsak,Yan na wa,13.70225,100.53692,Private room,11343,1,4,2022-11-27,0.06,8,358,1
2090,12723513,"The Resort Apartment, Bangkok",61214772,Nattaya,Bang Phlat,13.78868,100.49309,Private room,835,1,0,,,1,365,0
2091,13166024,150m to 'Skytrain' @Upper Sukhumvit+Full Faci.+New,52005585,Koko,Bang Na,13.66506,100.60478,Entire home/apt,353,28,20,2022-11-06,0.28,2,238,3
2092,12739724,Parkview BKK/Large room/Pratunam/ CENTRALWORLD,48760682,Rich,Ratchathewi,13.75944,100.54322,Hotel room,1507,1,106,2020-03-08,1.31,11,338,0
2093,13636450,New condo in Sukhumvit soi 85 - quiet and near BTS,79074838,Francis,Bang Na,13.67883,100.60974,Entire home/apt,1212,3,9,2019-01-03,0.12,1,145,0
2094,13179360,@ Silom 5 Inn,73701580,ปวีณ,Bang Rak,13.72622,100.52859,Shared room,400,1,2,2016-06-06,0.03,1,364,0
2095,13647106,Cozy Hostel Private Room for 3,62604482,Kanittar,Phra Nakhon,13.76374,100.49932,Private room,1750,1,0,,,1,365,0
2096,13647561,"Stylish Loft @BTS Thonglor, WiFi100Mbps, Pool, Gym",10901596,Phatcharadhan (YoU),Khlong Toei,13.72051,100.57832,Entire home/apt,2078,20,29,2019-10-28,0.4,2,338,0
2097,13650053,Pongo! A Peaceful Multicolors Space,5276255,Patisorn,Khlong Toei,13.72914,100.56709,Entire home/apt,2009,2,58,2018-05-24,0.73,2,330,0
2098,12742996,AIRPORT HOSTER,64587226,Johnson,Don Mueang,13.92645,100.56924,Private room,582,1,2,2018-02-15,0.03,2,364,0
2099,13196131,"1 bedroom for rent-Phrakanong area ,Soi Pridi 14",659899,Laidback Place,Vadhana,13.7213,100.60341,Private room,1100,30,0,,,2,363,0
2100,13204793,Luxury Duplex 68 Sqm. PC+WiFi 50 Mbps.80 M.to BTS,65096613,Good Service,Vadhana,13.71666,100.59198,Entire home/apt,2846,14,29,2022-11-29,0.39,7,150,2
2101,12743149,BaanPrachanivet,69310354,Patama,Chatu Chak,13.84035,100.54986,Entire home/apt,1732,1,0,,,1,365,0
2102,12744271,close to airportlink station huamak,46132508,Furong,Suanluang,13.7373,100.64232,Entire home/apt,1100,30,20,2019-05-24,0.25,2,337,0
2103,13660524,Single Room,79400553,Sirima,Sathon,13.7192,100.53328,Private room,800,1,2,2019-01-01,0.03,5,356,0
2104,13661846,Deluxe room garden view,79400553,Sirima,Sathon,13.71829,100.53562,Private room,1050,1,1,2017-12-17,0.02,5,83,0
2105,13215664,Tea-Lover Room : 1 min walk to BTS,30327274,Nate,Phra Khanong,13.69685,100.60538,Entire home/apt,766,2,27,2022-12-08,0.37,2,359,1
2106,13774952,1 br Suite (corner) at LUXX XL Langsuan (1 of 4),68154488,Dusadee,Parthum Wan,13.73571,100.54198,Hotel room,2334,1,3,2017-02-25,0.04,62,349,0
2107,13222983,3-bedroom Luxury Residence - Top Floor 160 sqm,800558,Kim (金),Parthum Wan,13.73672,100.5456,Entire home/apt,26730,2,1,2017-10-15,0.02,3,330,0
2108,13225332,"Central plaza Shopping mall Rama 9, Fortune town",74224663,Peter,Din Daeng,13.7744,100.56975,Entire home/apt,750,12,1,2017-12-10,0.02,1,363,0
2109,13667295,4 BR Modern HOME / BTS / WiFi / Local Environment,77849350,Tina,Bang Na,13.68404,100.61278,Private room,3983,2,55,2019-09-20,0.7,3,361,0
2110,13234274,Floral classic room in Baannai colonial house,29897708,Doungsawart,Phaya Thai,13.77848,100.53142,Private room,2250,1,7,2022-12-21,0.09,4,138,5
2111,13667706,"Surawong place, BTS Chong NonSi,MRT Samyan Working",42482778,Harnpon,Bang Rak,13.7299,100.5256,Entire home/apt,1300,1,222,2022-12-22,3.31,15,302,50
2112,13676256,Big apartment with swimming pool view,9550104,Krittiya,Bang Na,13.66154,100.65089,Entire home/apt,870,7,2,2022-01-17,0.03,13,286,1
2113,13679215,4-Bed Family Room in Ratchada/Wifi,12304405,Siamaze,Din Daeng,13.78723,100.57113,Private room,1957,1,8,2022-11-26,0.1,8,355,3
2114,13777036,Studio at LUXX XL Langsuan (1 of 30),68154488,Dusadee,Parthum Wan,13.73468,100.54289,Hotel room,3199,1,19,2022-12-06,0.26,62,358,3
2115,13777170,"Compact Studio room (20sqm) in Silom, LUXX Silom",68154488,Dusadee,Bang Rak,13.72633,100.52531,Hotel room,1199,1,3,2019-03-02,0.05,62,271,0
2116,13777414,"Compact Studio room (24sqm) in Silom, LUXX Silom",68154488,Dusadee,Bang Rak,13.72633,100.52531,Hotel room,1599,1,1,2019-02-24,0.02,62,271,0
2117,14230016,101@Sukhumvit +simple HOUSE +small POOL +near BTS,79409699,Somchai,Phra Khanong,13.69585,100.61712,Entire home/apt,1190,1,12,2022-11-26,0.28,2,145,1
2118,13777422,HIGH RISE LUXURY CONDO 1BED ROOF TOP POOL 2 MinMRT,77645593,Mintny,Chatu Chak,13.80792,100.57139,Entire home/apt,1455,1,127,2022-12-13,1.61,2,319,22
2119,13777582,"Studio with Zen garden view (30sqm), LUXX Silom",68154488,Dusadee,Bang Rak,13.72633,100.52531,Hotel room,1777,1,1,2017-03-18,0.01,62,271,0
2120,13777685,"1 bedroom with Zen garden view (40sqm), LUXX Silom",68154488,Dusadee,Bang Rak,13.72633,100.52531,Hotel room,2222,1,0,,,62,57,0
2121,13788311,2BED/BigRoom 3min Walk MRT/Local Life,50792864,Nawat,Din Daeng,13.77763,100.57286,Entire home/apt,650,3,30,2022-12-09,0.38,2,268,2
2122,13689603,Don Muang Boutique House,79769216,Nichan,Bang Khen,13.88038,100.59526,Entire home/apt,550,1,26,2021-11-14,0.33,1,364,0
2123,14233964,Center of Sukhumvit Road close to 2BTS & 1Subway,51783672,Prem,Vadhana,13.74185,100.55642,Private room,879,4,74,2022-01-02,0.95,1,302,1
2124,13696480,"Stayin Bangkok - Asoke, Sukhumvit 21 :BTS/MRT",79827400,Montasit,Vadhana,13.74559,100.56112,Private room,8000,1,0,,,1,84,0
2125,13696854,Book 2 Double & 1 Single Rm FREE 1 Single Rm / BTS,77849350,Tina,Bang Na,13.6827,100.61385,Private room,3844,2,3,2017-12-26,0.05,3,361,0
2126,13697520,Book 2 Double Rm FREE 1 Single Rm / BTS / WiFi,77849350,Tina,Bang Na,13.683,100.61392,Private room,3290,2,17,2018-12-24,0.22,3,361,0
2127,13791981,The Coast Bangkok,81052711,The Coast,Bang Na,13.67232,100.60417,Private room,560,365,0,,,1,364,0
2128,14240567,1 bed room in Central Bangkok in Sukhumvit 49,17589873,Savitri,Khlong Toei,13.71262,100.59131,Entire home/apt,1500,1,1,2022-07-22,0.19,1,365,1
2129,14246459,3 Bedroom Condominium Thonglor (newly renovated),85903164,Pun,Vadhana,13.73843,100.5864,Entire home/apt,9697,5,17,2022-08-01,0.22,1,363,1
2130,13804275,1BR Condominium @ Omni Tower Nana,42245609,Nana,Khlong Toei,13.73644,100.55403,Entire home/apt,1425,2,64,2022-11-20,0.83,1,317,1
2131,13815520,"Hip&Stunning Patio!! 2BR/2BATH suite, MRT Lumpini",15214203,Bee,Sathon,13.71966,100.5485,Entire home/apt,3067,1,128,2022-10-01,1.63,29,315,7
2132,13698349,Cozy & Clean Tahoe style cabin Test!,2707122,Daniel,Lat Krabang,13.72818,100.71673,Entire home/apt,8955,30,14,2019-02-06,0.19,1,364,0
2133,14250590,2 Chic Studios/1st BF/Airport pickup wth 3 nites+,27550757,Boonjarud Team,Phaya Thai,13.7655,100.54511,Entire home/apt,2944,1,15,2019-12-28,0.2,7,164,0
2134,14256162,"AC Double bed, Free WiFi,1min walk to BTS Skytrain",86664827,Annie,Phra Khanong,13.69623,100.60655,Private room,481,1,74,2022-12-10,1.01,2,264,15
2135,13714739,A condiminium like home,80117463,Pattanee,Khlong San,13.72335,100.50326,Entire home/apt,1800,3,0,,,1,364,0
2136,13722609,Bourbon Street Boutique Hotel,80196677,Bourbon Street,Vadhana,13.74002,100.58887,Hotel room,1200,1,0,,,3,89,0
2137,13722824,Bourbon Street Boutique Hotel,80196677,Bourbon Street,Vadhana,13.73947,100.59068,Hotel room,1400,1,0,,,3,88,0
2138,13822884,Onnut BTS 250m Walking/Wi-fi 18th Floor,81448303,Jitladda จิตลัดดา,Vadhana,13.70992,100.60127,Private room,1400,28,62,2022-11-22,0.79,1,259,2
2139,13829845,Peaceful room with pool & fitness,3180344,Ratchathep,Suanluang,13.73352,100.62642,Private room,800,1,0,,,2,365,0
2140,13830426,It is 150sqm house having good view,81552909,Kyuwan,Khlong Toei,13.72792,100.56187,Private room,1732,1,1,2016-12-28,0.01,1,365,0
2141,13831356,"高级一卧一厅百丽宫Elegance 1Kingbed near Paragon, BTS & MBK",8134752,Tete Quarters,Parthum Wan,13.74798,100.52722,Entire home/apt,1722,10,24,2022-08-31,0.33,3,102,5
2142,13835834,2@WOW!! Just 1min walk to BTS OnNut,54134220,Kittipong,Vadhana,13.70558,100.60315,Entire home/apt,1039,1,236,2022-12-08,3.01,3,324,1
2143,13837896,Hive28,81610479,Tanawat,Bang Kapi,13.751440048217772,100.61835479736328,Private room,474,1,105,2022-12-02,1.34,3,153,5
2144,14256614,★★ COZY ROOM ★★ BTS ★ MBK ★ SIAM PARAGON ★ CTW 02,86817233,Pyt,Parthum Wan,13.74768,100.52842,Entire home/apt,1549,365,29,2020-03-03,0.4,3,364,0
2145,13852320,Puck Hostel Silom Bangkok Thailand,81811347,Nop,Bang Rak,13.72462,100.5206,Shared room,312,1,2,2016-11-23,0.03,1,1,0
2146,14256832,★★ COZY ROOM ★★ BTS ★ MBK ★ SIAM PARAGON ★ CTW 01,86817233,Pyt,Parthum Wan,13.74637,100.52939,Entire home/apt,1549,365,33,2020-01-30,0.43,3,365,0
2147,14257962,New modern condo. Perfect home base,52266189,Mal,Pra Wet,13.73064,100.69849,Entire home/apt,800,21,12,2018-08-18,0.16,2,360,0
2148,13871528,"New condominium, Asoke-Sukhumvit area 250m to MRT",30387753,Mandy,Ratchathewi,13.74949,100.56349,Private room,890,30,2,2022-09-17,0.04,1,172,1
2149,13723640,LUMPINI LASALLE-BEARING BTS STATION,80226341,Pk,Bang Na,13.6608,100.62343,Private room,650,90,0,,,1,179,0
